Order_ID,Date,Product,Category,Quantity,Unit_Price,Customer_ID,Region,Sales_Channel,Payment_Method,Discount,Cost,Revenue,Profit
ORD-12165,2025-12-02,Phone,Electronics,3,700,CUST-1440,South America,Online,Bank Transfer,0.1,1500,1890.0,390.0
ORD-12166,2026-02-13,Mouse,Accessories,4,50,CUST-1519,South America,Online,Bank Transfer,0.1,80,180.0,100.0
ORD-12167,2026-05-09,Keyboard,Accessories,2,80,CUST-1308,North America,Online,Bank Transfer,0.07,70,148.79999999999998,78.79999999999998
ORD-12168,2025-12-08,Smartwatch,Wearables,4,250,CUST-1211,Europe,Online,Bank Transfer,0.04,560,960.0,400.0
ORD-12169,2026-05-08,Phone,Electronics,4,700,CUST-1459,Europe,Store,Cash,0.02,2000,2744.0,744.0
ORD-12170,2026-04-15,Laptop,Electronics,5,900,CUST-1437,Europe,Online,Credit Card,0.13,3250,3915.0,665.0
ORD-12171,2025-10-25,Monitor,Electronics,2,300,CUST-1660,North America,Online,Bank Transfer,0.06,360,564.0,204.0
ORD-12172,2025-10-07,Tablet,Electronics,4,450,CUST-1678,South America,Online,Cash,0.07,1200,1674.0,474.0
ORD-12173,2025-12-23,Laptop,Electronics,4,900,CUST-1134,Asia,Store,Credit Card,0.18,2600,2952.0,352.0
ORD-12174,2026-03-30,Phone,Electronics,1,700,CUST-1421,North America,Online,Bank Transfer,0.07,500,651.0,151.0
ORD-12175,2026-05-10,Smartwatch,Wearables,5,250,CUST-1555,South America,Online,Cash,0.09,700,1137.5,437.5
ORD-12176,2026-02-27,Tablet,Electronics,2,450,CUST-1377,Asia,Store,Credit Card,0.18,600,738.0,138.0
ORD-12177,2026-03-31,Keyboard,Accessories,1,80,CUST-1293,Europe,Online,Cash,0.12,35,70.4,35.400000000000006
ORD-12178,2026-06-04,Mouse,Accessories,3,50,CUST-1711,Asia,Store,Credit Card,0.02,60,147.0,87.0
ORD-12179,2025-09-26,Keyboard,Accessories,5,80,CUST-1852,Europe,Online,Credit Card,0.1,175,360.0,185.0
ORD-12180,2026-03-12,Mouse,Accessories,1,50,CUST-1983,Asia,Online,Cash,0.05,20,47.5,27.5
ORD-12181,2026-04-29,Headphones,Accessories,1,120,CUST-1951,North America,Online,Cash,0.09,60,109.2,49.2
ORD-12182,2025-10-21,Laptop,Electronics,4,900,CUST-1351,North America,Online,Cash,0.02,2600,3528.0,928.0
ORD-12183,2025-12-30,Keyboard,Accessories,4,80,CUST-1282,South America,Store,Credit Card,0.05,140,304.0,164.0
ORD-12184,2025-08-11,Keyboard,Accessories,2,80,CUST-1179,Asia,Online,Bank Transfer,0.1,70,144.0,74.0
ORD-12185,2025-08-16,Smartwatch,Wearables,2,250,CUST-1793,Europe,Online,Cash,0.01,280,495.0,215.0
ORD-12186,2025-11-22,Laptop,Electronics,1,900,CUST-1737,Asia,Store,Credit Card,0.02,650,882.0,232.0
ORD-12187,2025-08-27,Phone,Electronics,1,700,CUST-1893,South America,Store,Credit Card,0.01,500,693.0,193.0
ORD-12188,2025-07-22,Tablet,Electronics,5,450,CUST-1454,South America,Online,Cash,0.14,1500,1935.0,435.0
ORD-12189,2026-03-25,Keyboard,Accessories,1,80,CUST-1529,Europe,Store,Bank Transfer,0.17,35,66.39999999999999,31.39999999999999
ORD-12190,2026-03-28,Laptop,Electronics,1,900,CUST-1595,Europe,Store,Credit Card,0.08,650,828.0,178.0
ORD-12191,2026-02-09,Headphones,Accessories,3,120,CUST-1757,South America,Store,Bank Transfer,0.17,180,298.8,118.80000000000001
ORD-12192,2026-03-12,Headphones,Accessories,2,120,CUST-1087,South America,Online,Cash,0.07,120,223.2,103.19999999999999
ORD-12193,2026-02-08,Phone,Electronics,5,700,CUST-1308,South America,Store,Cash,0.18,2500,2870.0,370.0
ORD-12194,2026-02-10,Phone,Electronics,2,700,CUST-1176,Europe,Store,Credit Card,0.08,1000,1288.0,288.0
ORD-12195,2025-10-13,Laptop,Electronics,3,900,CUST-1217,South America,Online,Credit Card,0.17,1950,2241.0,291.0
ORD-12196,2025-10-09,Mouse,Accessories,4,50,CUST-1524,North America,Store,Bank Transfer,0.1,80,180.0,100.0
ORD-12197,2025-09-06,Tablet,Electronics,1,450,CUST-1914,North America,Store,Credit Card,0.06,300,423.0,123.0
ORD-12198,2026-02-27,Headphones,Accessories,2,120,CUST-1274,North America,Store,Cash,0.09,120,218.4,98.4
ORD-12199,2025-12-04,Keyboard,Accessories,2,80,CUST-1309,Europe,Online,Bank Transfer,0.15,70,136.0,66.0
ORD-12200,2025-07-29,Keyboard,Accessories,1,80,CUST-1545,Asia,Store,Bank Transfer,0.02,35,78.4,43.400000000000006
ORD-12201,2025-09-13,Tablet,Electronics,5,450,CUST-1529,North America,Store,Cash,0.02,1500,2205.0,705.0
ORD-12202,2026-03-25,Mouse,Accessories,1,50,CUST-1409,South America,Online,Bank Transfer,0.11,20,44.5,24.5
ORD-12203,2025-08-25,Laptop,Electronics,5,900,CUST-1258,Asia,Store,Cash,0.06,3250,4230.0,980.0
ORD-12204,2026-01-12,Phone,Electronics,2,700,CUST-1697,Europe,Store,Credit Card,0.1,1000,1260.0,260.0
ORD-12205,2025-08-18,Monitor,Electronics,2,300,CUST-1897,Asia,Store,Bank Transfer,0.15,360,510.0,150.0
ORD-12206,2025-09-06,Mouse,Accessories,3,50,CUST-1593,Europe,Store,Cash,0.15,60,127.5,67.5
ORD-12207,2025-08-07,Smartwatch,Wearables,5,250,CUST-1971,North America,Online,Bank Transfer,0.17,700,1037.5,337.5
ORD-12208,2026-06-10,Keyboard,Accessories,2,80,CUST-1902,South America,Store,Bank Transfer,0.0,70,160.0,90.0
ORD-12209,2026-05-15,Keyboard,Accessories,2,80,CUST-1203,North America,Online,Bank Transfer,0.17,70,132.79999999999998,62.79999999999998
ORD-12210,2026-01-09,Monitor,Electronics,4,300,CUST-1782,North America,Store,Cash,0.16,720,1008.0,288.0
ORD-12211,2025-08-30,Mouse,Accessories,5,50,CUST-1458,Europe,Online,Cash,0.11,100,222.5,122.5
ORD-12212,2025-07-09,Laptop,Electronics,2,900,CUST-1168,Europe,Online,Bank Transfer,0.14,1300,1548.0,248.0
ORD-12213,2025-11-20,Phone,Electronics,5,700,CUST-1654,Asia,Online,Credit Card,0.06,2500,3290.0,790.0
ORD-12214,2025-07-18,Laptop,Electronics,2,900,CUST-1774,North America,Online,Bank Transfer,0.1,1300,1620.0,320.0
ORD-12215,2025-06-21,Tablet,Electronics,4,450,CUST-1254,South America,Store,Bank Transfer,0.14,1200,1548.0,348.0
ORD-12216,2025-12-26,Keyboard,Accessories,4,80,CUST-1576,North America,Online,Credit Card,0.15,140,272.0,132.0
ORD-12217,2026-03-18,Phone,Electronics,4,700,CUST-1025,North America,Store,Cash,0.05,2000,2660.0,660.0
ORD-12218,2026-02-15,Tablet,Electronics,5,450,CUST-1220,South America,Online,Bank Transfer,0.01,1500,2227.5,727.5
ORD-12219,2026-02-04,Monitor,Electronics,5,300,CUST-1236,Europe,Store,Cash,0.09,900,1365.0,465.0
ORD-12220,2026-04-05,Monitor,Electronics,1,300,CUST-1935,Asia,Online,Cash,0.2,180,240.0,60.0
ORD-12221,2025-08-20,Keyboard,Accessories,5,80,CUST-1143,North America,Online,Bank Transfer,0.03,175,388.0,213.0
ORD-12222,2025-07-29,Mouse,Accessories,5,50,CUST-1615,Europe,Online,Credit Card,0.2,100,200.0,100.0
ORD-12223,2026-05-08,Tablet,Electronics,5,450,CUST-1299,Europe,Online,Bank Transfer,0.06,1500,2115.0,615.0
ORD-12224,2025-08-02,Headphones,Accessories,4,120,CUST-1255,Europe,Store,Bank Transfer,0.08,240,441.6,201.60000000000002
ORD-12225,2026-05-01,Phone,Electronics,1,700,CUST-1523,Europe,Online,Cash,0.02,500,686.0,186.0
ORD-12226,2025-08-12,Laptop,Electronics,5,900,CUST-1693,North America,Online,Cash,0.18,3250,3690.0000000000005,440.00000000000045
ORD-12227,2026-01-31,Monitor,Electronics,4,300,CUST-1196,Europe,Store,Credit Card,0.17,720,996.0,276.0
ORD-12228,2025-06-16,Mouse,Accessories,2,50,CUST-1844,North America,Store,Cash,0.19,40,81.0,41.0
ORD-12229,2025-09-27,Tablet,Electronics,2,450,CUST-1569,Asia,Store,Credit Card,0.1,600,810.0,210.0
ORD-12230,2025-06-30,Laptop,Electronics,3,900,CUST-1835,Europe,Online,Bank Transfer,0.19,1950,2187.0,237.0
ORD-12231,2026-01-09,Mouse,Accessories,5,50,CUST-1567,Asia,Store,Bank Transfer,0.07,100,232.49999999999997,132.49999999999997
ORD-12232,2025-10-12,Laptop,Electronics,1,900,CUST-1767,South America,Online,Credit Card,0.15,650,765.0,115.0
ORD-12233,2025-12-06,Keyboard,Accessories,3,80,CUST-1376,North America,Online,Cash,0.04,105,230.39999999999998,125.39999999999998
ORD-12234,2025-10-06,Headphones,Accessories,5,120,CUST-1181,North America,Online,Credit Card,0.08,300,552.0,252.0
ORD-12235,2025-06-12,Smartwatch,Wearables,3,250,CUST-1003,North America,Store,Cash,0.04,420,720.0,300.0
ORD-12236,2026-04-04,Phone,Electronics,2,700,CUST-1803,Asia,Online,Cash,0.01,1000,1386.0,386.0
ORD-12237,2025-09-18,Tablet,Electronics,1,450,CUST-1609,Asia,Store,Bank Transfer,0.08,300,414.0,114.0
ORD-12238,2025-08-04,Mouse,Accessories,4,50,CUST-1520,North America,Store,Bank Transfer,0.13,80,174.0,94.0
ORD-12239,2025-09-03,Keyboard,Accessories,5,80,CUST-1938,North America,Store,Bank Transfer,0.17,175,332.0,157.0
ORD-12240,2026-02-04,Laptop,Electronics,3,900,CUST-1632,Asia,Online,Credit Card,0.11,1950,2403.0,453.0
ORD-12241,2026-04-26,Mouse,Accessories,2,50,CUST-1771,Asia,Online,Bank Transfer,0.15,40,85.0,45.0
ORD-12242,2025-08-11,Smartwatch,Wearables,5,250,CUST-1428,Europe,Online,Bank Transfer,0.12,700,1100.0,400.0
ORD-12243,2026-03-15,Laptop,Electronics,2,900,CUST-1681,Europe,Online,Credit Card,0.15,1300,1530.0,230.0
ORD-12244,2026-01-11,Laptop,Electronics,4,900,CUST-1865,South America,Online,Bank Transfer,0.05,2600,3420.0,820.0
ORD-12245,2026-02-28,Laptop,Electronics,2,900,CUST-1863,North America,Store,Cash,0.07,1300,1674.0,374.0
ORD-12246,2026-05-23,Mouse,Accessories,2,50,CUST-1250,Europe,Store,Credit Card,0.02,40,98.0,58.0
ORD-12247,2025-11-17,Monitor,Electronics,3,300,CUST-1685,Asia,Store,Bank Transfer,0.17,540,747.0,207.0
ORD-12248,2025-11-29,Keyboard,Accessories,2,80,CUST-1089,Europe,Store,Bank Transfer,0.13,70,139.2,69.19999999999999
ORD-12249,2025-07-21,Laptop,Electronics,1,900,CUST-1918,Asia,Store,Credit Card,0.07,650,837.0,187.0
ORD-12250,2026-05-02,Tablet,Electronics,4,450,CUST-1968,Europe,Online,Cash,0.14,1200,1548.0,348.0
ORD-12251,2025-10-22,Tablet,Electronics,4,450,CUST-1897,North America,Store,Credit Card,0.1,1200,1620.0,420.0
ORD-12252,2026-04-28,Mouse,Accessories,1,50,CUST-1246,South America,Store,Credit Card,0.14,20,43.0,23.0
ORD-12253,2026-01-29,Mouse,Accessories,3,50,CUST-1950,South America,Store,Credit Card,0.1,60,135.0,75.0
ORD-12254,2025-11-28,Laptop,Electronics,1,900,CUST-1079,North America,Store,Cash,0.14,650,774.0,124.0
ORD-12255,2026-03-02,Tablet,Electronics,1,450,CUST-1910,North America,Store,Credit Card,0.16,300,378.0,78.0
ORD-12256,2025-06-29,Mouse,Accessories,3,50,CUST-1959,Europe,Online,Bank Transfer,0.09,60,136.5,76.5
ORD-12257,2025-12-11,Tablet,Electronics,4,450,CUST-1706,Europe,Online,Bank Transfer,0.1,1200,1620.0,420.0
ORD-12258,2025-11-22,Smartwatch,Wearables,1,250,CUST-1753,Asia,Store,Cash,0.02,140,245.0,105.0
ORD-12259,2025-07-07,Smartwatch,Wearables,4,250,CUST-1310,North America,Store,Cash,0.01,560,990.0,430.0
ORD-12260,2025-08-06,Mouse,Accessories,5,50,CUST-1862,South America,Store,Credit Card,0.08,100,230.0,130.0
ORD-12261,2026-04-15,Tablet,Electronics,4,450,CUST-1854,South America,Online,Credit Card,0.04,1200,1728.0,528.0
ORD-12262,2025-07-27,Mouse,Accessories,5,50,CUST-1150,Europe,Store,Credit Card,0.01,100,247.5,147.5
ORD-12263,2026-03-14,Tablet,Electronics,4,450,CUST-1916,Asia,Online,Cash,0.06,1200,1692.0,492.0
ORD-12264,2026-01-05,Smartwatch,Wearables,1,250,CUST-1332,South America,Online,Cash,0.09,140,227.5,87.5
ORD-12265,2025-12-17,Keyboard,Accessories,3,80,CUST-1401,North America,Store,Credit Card,0.06,105,225.6,120.6
ORD-12266,2026-02-10,Monitor,Electronics,4,300,CUST-1819,Asia,Online,Bank Transfer,0.06,720,1128.0,408.0
ORD-12267,2025-06-23,Tablet,Electronics,3,450,CUST-1006,Europe,Online,Cash,0.09,900,1228.5,328.5
ORD-12268,2026-03-05,Headphones,Accessories,1,120,CUST-1579,Asia,Online,Bank Transfer,0.03,60,116.39999999999999,56.39999999999999
ORD-12269,2025-06-18,Smartwatch,Wearables,3,250,CUST-1324,South America,Online,Credit Card,0.19,420,607.5,187.5
ORD-12270,2025-11-18,Monitor,Electronics,2,300,CUST-1296,Asia,Online,Bank Transfer,0.09,360,546.0,186.0
ORD-12271,2025-08-23,Phone,Electronics,5,700,CUST-1889,Asia,Online,Bank Transfer,0.01,2500,3465.0,965.0
ORD-12272,2026-06-02,Keyboard,Accessories,2,80,CUST-1986,Asia,Store,Credit Card,0.05,70,152.0,82.0
ORD-12273,2026-01-21,Smartwatch,Wearables,4,250,CUST-1404,Asia,Online,Cash,0.14,560,860.0,300.0
ORD-12274,2025-12-11,Tablet,Electronics,1,450,CUST-1742,Europe,Online,Cash,0.14,300,387.0,87.0
ORD-12275,2025-06-26,Mouse,Accessories,5,50,CUST-1048,North America,Online,Credit Card,0.15,100,212.5,112.5
ORD-12276,2025-10-27,Headphones,Accessories,1,120,CUST-1057,Asia,Store,Bank Transfer,0.01,60,118.8,58.8
ORD-12277,2025-08-24,Tablet,Electronics,1,450,CUST-1819,Asia,Online,Credit Card,0.04,300,432.0,132.0
ORD-12278,2026-03-18,Keyboard,Accessories,5,80,CUST-1170,Europe,Store,Credit Card,0.19,175,324.0,149.0
ORD-12279,2025-09-03,Mouse,Accessories,3,50,CUST-1672,Europe,Online,Credit Card,0.16,60,126.0,66.0
ORD-12280,2026-04-14,Smartwatch,Wearables,5,250,CUST-1608,Europe,Online,Cash,0.15,700,1062.5,362.5
ORD-12281,2025-10-30,Keyboard,Accessories,5,80,CUST-1803,Europe,Online,Cash,0.16,175,336.0,161.0
ORD-12282,2025-12-07,Phone,Electronics,2,700,CUST-1094,Asia,Store,Credit Card,0.05,1000,1330.0,330.0
ORD-12283,2026-01-29,Mouse,Accessories,1,50,CUST-1953,Europe,Store,Bank Transfer,0.18,20,41.0,21.0
ORD-12284,2026-03-07,Smartwatch,Wearables,3,250,CUST-1126,Europe,Online,Credit Card,0.12,420,660.0,240.0
ORD-12285,2026-05-20,Monitor,Electronics,4,300,CUST-1693,North America,Store,Bank Transfer,0.09,720,1092.0,372.0
ORD-12286,2025-10-21,Smartwatch,Wearables,1,250,CUST-1631,South America,Online,Credit Card,0.19,140,202.5,62.5
ORD-12287,2025-11-11,Smartwatch,Wearables,5,250,CUST-1709,South America,Online,Cash,0.12,700,1100.0,400.0
ORD-12288,2026-01-30,Laptop,Electronics,1,900,CUST-1383,Europe,Online,Bank Transfer,0.06,650,846.0,196.0
ORD-12289,2025-10-28,Headphones,Accessories,1,120,CUST-1386,South America,Store,Credit Card,0.2,60,96.0,36.0
ORD-12290,2025-12-06,Monitor,Electronics,2,300,CUST-1744,Asia,Online,Credit Card,0.12,360,528.0,168.0
ORD-12291,2026-04-30,Monitor,Electronics,3,300,CUST-1236,Asia,Store,Credit Card,0.15,540,765.0,225.0
ORD-12292,2026-05-06,Mouse,Accessories,5,50,CUST-1435,Europe,Online,Credit Card,0.05,100,237.5,137.5
ORD-12293,2025-12-14,Phone,Electronics,4,700,CUST-1980,South America,Store,Credit Card,0.02,2000,2744.0,744.0
ORD-12294,2025-10-14,Laptop,Electronics,3,900,CUST-1496,South America,Store,Bank Transfer,0.05,1950,2565.0,615.0
ORD-12295,2025-12-23,Monitor,Electronics,1,300,CUST-1321,Europe,Store,Bank Transfer,0.0,180,300.0,120.0
ORD-12296,2025-11-15,Tablet,Electronics,3,450,CUST-1902,Asia,Store,Credit Card,0.19,900,1093.5,193.5
ORD-12297,2026-01-07,Laptop,Electronics,2,900,CUST-1787,North America,Online,Cash,0.19,1300,1458.0,158.0
ORD-12298,2026-05-23,Phone,Electronics,1,700,CUST-1942,Europe,Online,Cash,0.0,500,700.0,200.0
ORD-12299,2025-11-06,Headphones,Accessories,2,120,CUST-1611,North America,Store,Cash,0.09,120,218.4,98.4
ORD-12300,2025-07-23,Mouse,Accessories,3,50,CUST-1422,Asia,Online,Bank Transfer,0.15,60,127.5,67.5
ORD-12301,2026-02-14,Smartwatch,Wearables,2,250,CUST-1762,Europe,Online,Credit Card,0.06,280,470.0,190.0
ORD-12302,2025-12-22,Phone,Electronics,1,700,CUST-1423,Europe,Store,Credit Card,0.18,500,574.0,74.0
ORD-12303,2026-05-27,Laptop,Electronics,5,900,CUST-1920,Europe,Online,Cash,0.01,3250,4455.0,1205.0
ORD-12304,2025-08-05,Mouse,Accessories,5,50,CUST-1195,North America,Online,Bank Transfer,0.01,100,247.5,147.5
ORD-12305,2026-03-09,Mouse,Accessories,5,50,CUST-1306,North America,Online,Credit Card,0.05,100,237.5,137.5
ORD-12306,2025-08-27,Tablet,Electronics,5,450,CUST-1056,Asia,Store,Cash,0.1,1500,2025.0,525.0
ORD-12307,2025-08-22,Smartwatch,Wearables,3,250,CUST-1528,South America,Online,Credit Card,0.12,420,660.0,240.0
ORD-12308,2026-01-10,Mouse,Accessories,3,50,CUST-1208,South America,Store,Cash,0.03,60,145.5,85.5
ORD-12309,2025-11-29,Phone,Electronics,1,700,CUST-1251,North America,Online,Bank Transfer,0.07,500,651.0,151.0
ORD-12310,2026-02-11,Keyboard,Accessories,1,80,CUST-1919,North America,Store,Credit Card,0.16,35,67.2,32.2
ORD-12311,2025-07-14,Keyboard,Accessories,4,80,CUST-1725,South America,Online,Cash,0.16,140,268.8,128.8
ORD-12312,2025-12-10,Mouse,Accessories,3,50,CUST-1075,Asia,Store,Cash,0.07,60,139.5,79.5
ORD-12313,2026-02-02,Keyboard,Accessories,4,80,CUST-1432,Asia,Store,Bank Transfer,0.05,140,304.0,164.0
ORD-12314,2025-06-25,Phone,Electronics,5,700,CUST-1046,Asia,Online,Cash,0.1,2500,3150.0,650.0
ORD-12315,2026-05-26,Headphones,Accessories,3,120,CUST-1957,North America,Online,Credit Card,0.0,180,360.0,180.0
ORD-12316,2026-02-02,Phone,Electronics,4,700,CUST-1879,Asia,Online,Bank Transfer,0.1,2000,2520.0,520.0
ORD-12317,2026-02-20,Tablet,Electronics,3,450,CUST-1678,North America,Online,Bank Transfer,0.14,900,1161.0,261.0
ORD-12318,2026-02-14,Phone,Electronics,1,700,CUST-1427,Asia,Store,Bank Transfer,0.11,500,623.0,123.0
ORD-12319,2025-08-13,Smartwatch,Wearables,2,250,CUST-1401,Asia,Store,Cash,0.07,280,464.99999999999994,184.99999999999994
ORD-12320,2026-01-13,Tablet,Electronics,4,450,CUST-1510,Europe,Online,Credit Card,0.09,1200,1638.0,438.0
ORD-12321,2025-07-26,Keyboard,Accessories,1,80,CUST-1493,Asia,Store,Bank Transfer,0.17,35,66.39999999999999,31.39999999999999
ORD-12322,2026-01-23,Keyboard,Accessories,3,80,CUST-1388,Asia,Online,Cash,0.19,105,194.4,89.4
ORD-12323,2026-02-27,Mouse,Accessories,4,50,CUST-1166,Asia,Online,Cash,0.14,80,172.0,92.0
ORD-12324,2025-10-27,Monitor,Electronics,4,300,CUST-1411,South America,Store,Credit Card,0.06,720,1128.0,408.0
ORD-12325,2025-07-30,Keyboard,Accessories,4,80,CUST-1717,South America,Store,Credit Card,0.03,140,310.4,170.39999999999998
ORD-12326,2025-08-04,Phone,Electronics,4,700,CUST-1310,South America,Store,Bank Transfer,0.05,2000,2660.0,660.0
ORD-12327,2026-06-11,Laptop,Electronics,4,900,CUST-1216,Europe,Store,Cash,0.16,2600,3024.0,424.0
ORD-12328,2025-11-02,Tablet,Electronics,1,450,CUST-1350,Europe,Online,Credit Card,0.15,300,382.5,82.5
ORD-12329,2025-07-06,Laptop,Electronics,4,900,CUST-1619,South America,Store,Bank Transfer,0.19,2600,2916.0,316.0
ORD-12330,2025-07-22,Tablet,Electronics,2,450,CUST-1379,Asia,Online,Bank Transfer,0.0,600,900.0,300.0
ORD-12331,2025-11-03,Phone,Electronics,4,700,CUST-1449,Asia,Online,Cash,0.1,2000,2520.0,520.0
ORD-12332,2025-10-11,Keyboard,Accessories,2,80,CUST-1107,Europe,Online,Bank Transfer,0.1,70,144.0,74.0
ORD-12333,2025-12-20,Monitor,Electronics,2,300,CUST-1326,South America,Store,Cash,0.16,360,504.0,144.0
ORD-12334,2025-11-27,Tablet,Electronics,1,450,CUST-1251,North America,Store,Cash,0.14,300,387.0,87.0
ORD-12335,2026-05-23,Tablet,Electronics,3,450,CUST-1118,North America,Online,Credit Card,0.02,900,1323.0,423.0
ORD-12336,2025-08-31,Mouse,Accessories,2,50,CUST-1485,Asia,Store,Cash,0.01,40,99.0,59.0
ORD-12337,2025-09-11,Laptop,Electronics,5,900,CUST-1893,Europe,Store,Bank Transfer,0.15,3250,3825.0,575.0
ORD-12338,2026-04-20,Phone,Electronics,2,700,CUST-1077,Asia,Store,Credit Card,0.17,1000,1162.0,162.0
ORD-12339,2025-06-20,Keyboard,Accessories,2,80,CUST-1415,Asia,Online,Credit Card,0.08,70,147.20000000000002,77.20000000000002
ORD-12340,2026-04-25,Phone,Electronics,3,700,CUST-1853,Europe,Online,Credit Card,0.19,1500,1701.0,201.0
ORD-12341,2025-10-14,Keyboard,Accessories,2,80,CUST-1508,South America,Store,Cash,0.02,70,156.8,86.80000000000001
ORD-12342,2026-03-11,Keyboard,Accessories,4,80,CUST-1656,Asia,Online,Bank Transfer,0.1,140,288.0,148.0
ORD-12343,2025-10-15,Mouse,Accessories,5,50,CUST-1003,Asia,Online,Cash,0.11,100,222.5,122.5
ORD-12344,2025-09-16,Tablet,Electronics,2,450,CUST-1528,Europe,Online,Credit Card,0.06,600,846.0,246.0
ORD-12345,2025-12-27,Monitor,Electronics,4,300,CUST-1324,South America,Store,Credit Card,0.04,720,1152.0,432.0
ORD-12346,2025-10-23,Laptop,Electronics,2,900,CUST-1716,South America,Online,Bank Transfer,0.0,1300,1800.0,500.0
ORD-12347,2025-12-25,Phone,Electronics,3,700,CUST-1485,North America,Store,Bank Transfer,0.03,1500,2037.0,537.0
ORD-12348,2026-06-09,Mouse,Accessories,4,50,CUST-1482,North America,Online,Credit Card,0.17,80,166.0,86.0
ORD-12349,2026-04-05,Smartwatch,Wearables,3,250,CUST-1868,Europe,Online,Bank Transfer,0.09,420,682.5,262.5
ORD-12350,2025-11-16,Tablet,Electronics,3,450,CUST-1619,South America,Store,Cash,0.05,900,1282.5,382.5
ORD-12351,2026-03-10,Phone,Electronics,1,700,CUST-1323,North America,Store,Cash,0.16,500,588.0,88.0
ORD-12352,2025-07-05,Mouse,Accessories,5,50,CUST-1784,Asia,Store,Bank Transfer,0.07,100,232.49999999999997,132.49999999999997
ORD-12353,2026-01-08,Mouse,Accessories,4,50,CUST-1354,Asia,Store,Credit Card,0.06,80,188.0,108.0
ORD-12354,2026-01-05,Tablet,Electronics,1,450,CUST-1760,North America,Online,Bank Transfer,0.14,300,387.0,87.0
ORD-12355,2025-08-06,Tablet,Electronics,5,450,CUST-1819,South America,Store,Bank Transfer,0.08,1500,2070.0,570.0
ORD-12356,2026-02-19,Laptop,Electronics,4,900,CUST-1473,South America,Online,Bank Transfer,0.14,2600,3096.0,496.0
ORD-12357,2025-07-26,Smartwatch,Wearables,3,250,CUST-1226,South America,Store,Credit Card,0.16,420,630.0,210.0
ORD-12358,2026-02-13,Mouse,Accessories,4,50,CUST-1727,South America,Store,Bank Transfer,0.09,80,182.0,102.0
ORD-12359,2025-12-20,Headphones,Accessories,5,120,CUST-1550,Asia,Store,Bank Transfer,0.14,300,516.0,216.0
ORD-12360,2025-06-15,Headphones,Accessories,5,120,CUST-1692,Europe,Store,Credit Card,0.05,300,570.0,270.0
ORD-12361,2025-10-04,Phone,Electronics,5,700,CUST-1119,North America,Store,Credit Card,0.12,2500,3080.0,580.0
ORD-12362,2025-11-27,Laptop,Electronics,2,900,CUST-1039,Asia,Online,Bank Transfer,0.03,1300,1746.0,446.0
ORD-12363,2026-01-17,Smartwatch,Wearables,5,250,CUST-1887,South America,Online,Bank Transfer,0.0,700,1250.0,550.0
ORD-12364,2026-05-24,Tablet,Electronics,5,450,CUST-1893,Asia,Store,Bank Transfer,0.1,1500,2025.0,525.0
ORD-12365,2025-06-18,Monitor,Electronics,5,300,CUST-1873,Asia,Online,Cash,0.11,900,1335.0,435.0
ORD-12366,2025-12-31,Laptop,Electronics,4,900,CUST-1711,Asia,Store,Bank Transfer,0.1,2600,3240.0,640.0
ORD-12367,2025-08-26,Keyboard,Accessories,3,80,CUST-1065,North America,Store,Cash,0.09,105,218.4,113.4
ORD-12368,2025-07-17,Headphones,Accessories,1,120,CUST-1531,Asia,Store,Cash,0.02,60,117.6,57.599999999999994
ORD-12369,2025-08-30,Keyboard,Accessories,1,80,CUST-1463,North America,Store,Cash,0.01,35,79.2,44.2
ORD-12370,2026-05-07,Laptop,Electronics,1,900,CUST-1550,South America,Store,Cash,0.11,650,801.0,151.0
ORD-12371,2025-10-17,Headphones,Accessories,1,120,CUST-1325,North America,Online,Cash,0.09,60,109.2,49.2
ORD-12372,2025-08-19,Headphones,Accessories,5,120,CUST-1749,Europe,Store,Credit Card,0.06,300,564.0,264.0
ORD-12373,2026-01-27,Tablet,Electronics,2,450,CUST-1851,Asia,Online,Cash,0.18,600,738.0,138.0
ORD-12374,2025-08-06,Monitor,Electronics,1,300,CUST-1368,Europe,Online,Cash,0.09,180,273.0,93.0
ORD-12375,2026-03-18,Mouse,Accessories,5,50,CUST-1048,Europe,Online,Bank Transfer,0.1,100,225.0,125.0
ORD-12376,2025-10-08,Keyboard,Accessories,4,80,CUST-1625,Europe,Online,Cash,0.05,140,304.0,164.0
ORD-12377,2026-02-12,Smartwatch,Wearables,5,250,CUST-1165,Asia,Store,Credit Card,0.01,700,1237.5,537.5
ORD-12378,2025-10-03,Headphones,Accessories,5,120,CUST-1754,South America,Store,Credit Card,0.17,300,498.0,198.0
ORD-12379,2026-04-15,Headphones,Accessories,2,120,CUST-1634,Europe,Online,Bank Transfer,0.05,120,228.0,108.0
ORD-12380,2025-08-09,Tablet,Electronics,4,450,CUST-1224,North America,Online,Bank Transfer,0.16,1200,1512.0,312.0
ORD-12381,2026-02-08,Smartwatch,Wearables,3,250,CUST-1513,Asia,Online,Bank Transfer,0.1,420,675.0,255.0
ORD-12382,2025-08-05,Keyboard,Accessories,5,80,CUST-1826,North America,Store,Cash,0.09,175,364.0,189.0
ORD-12383,2026-01-20,Smartwatch,Wearables,5,250,CUST-1180,Asia,Online,Bank Transfer,0.13,700,1087.5,387.5
ORD-12384,2026-05-15,Keyboard,Accessories,5,80,CUST-1188,Asia,Online,Cash,0.15,175,340.0,165.0
